353.0000 287.0000 3.0000 170.0000 152.0000
335.0000 289.0000 3.0000 172.0000 152.0000
355.0000 292.0000 3.0000 169.0000 150.0000
295.0000 253.0000 2.0000 147.0000 178.0000
353.0000 283.0000 3.0000 170.0000 150.0000
349.0000 289.0000 2.0000 169.0000 150.0000
353.0000 289.0000 3.0000 171.0000 150.0000
353.0000 284.0000 2.0000 168.0000 150.0000
350.0000 293.0000 3.0000 169.0000 150.0000
351.0000 284.0000 3.0000 168.0000 151.0000
363.0000 292.0000 3.0000 172.0000 151.0000
355.0000 293.0000 3.0000 170.0000 150.0000
353.0000 280.0000 3.0000 173.0000 150.0000
285.0000 251.0000 3.0000 148.0000 181.0000
353.0000 289.0000 3.0000 171.0000 150.0000
351.0000 289.0000 3.0000 173.0000 150.0000
354.0000 291.0000 3.0000 169.0000 151.0000
352.0000 289.0000 3.0000 170.0000 150.0000
353.0000 294.0000 3.0000 171.0000 152.0000
342.0000 284.0000 3.0000 169.0000 148.0000
353.0000 286.0000 3.0000 169.0000 148.0000
351.0000 289.0000 3.0000 170.0000 148.0000
353.0000 287.0000 3.0000 169.0000 150.0000
351.0000 289.0000 3.0000 171.0000 151.0000
352.0000 289.0000 3.0000 170.0000 152.0000
361.0000 289.0000 2.0000 169.0000 150.0000
352.0000 289.0000 3.0000 165.0000 150.0000
356.0000 287.0000 3.0000 170.0000 150.0000
351.0000 289.0000 2.0000 169.0000 151.0000
288.0000 250.0000 3.0000 147.0000 177.0000
356.0000 289.0000 3.0000 170.0000 152.0000
356.0000 289.0000 3.0000 168.0000 150.0000
347.0000 287.0000 3.0000 169.0000 150.0000
353.0000 289.0000 3.0000 168.0000 151.0000
284.0000 251.0000 2.0000 144.0000 175.0000
353.0000 289.0000 3.0000 171.0000 150.0000
353.0000 289.0000 3.0000 170.0000 153.0000
355.0000 289.0000 3.0000 169.0000 152.0000
356.0000 287.0000 3.0000 170.0000 152.0000
346.0000 292.0000 3.0000 170.0000 150.0000
350.0000 286.0000 3.0000 170.0000 150.0000
352.0000 294.0000 3.0000 169.0000 150.0000
356.0000 292.0000 3.0000 170.0000 150.0000
357.0000 293.0000 2.0000 170.0000 150.0000
356.0000 289.0000 2.0000 168.0000 150.0000
294.0000 252.0000 3.0000 149.0000 177.0000
353.0000 292.0000 3.0000 171.0000 150.0000
353.0000 285.0000 3.0000 169.0000 148.0000
352.0000 292.0000 2.0000 169.0000 148.0000
354.0000 291.0000 3.0000 170.0000 153.0000
350.0000 289.0000 3.0000 171.0000 152.0000
356.0000 293.0000 3.0000 169.0000 150.0000
351.0000 286.0000 2.0000 169.0000 150.0000
346.0000 289.0000 3.0000 170.0000 150.0000
352.0000 292.0000 3.0000 171.0000 152.0000
