51.0000 51.0000 57.0000 36.0000 34.0000
51.0000 51.0000 76.0000 38.0000 34.0000
51.0000 51.0000 74.0000 39.0000 34.0000
51.0000 51.0000 66.0000 38.0000 34.0000
51.0000 51.0000 75.0000 36.0000 33.0000
51.0000 51.0000 65.0000 37.0000 33.0000
51.0000 51.0000 71.0000 37.0000 34.0000
51.0000 51.0000 59.0000 38.0000 33.0000
50.0000 50.0000 60.0000 38.0000 33.0000
51.0000 51.0000 62.0000 41.0000 34.0000
51.0000 51.0000 66.0000 38.0000 33.0000
51.0000 51.0000 69.0000 38.0000 33.0000
51.0000 51.0000 82.0000 38.0000 34.0000
50.0000 51.0000 76.0000 36.0000 34.0000
51.0000 51.0000 64.0000 36.0000 33.0000
51.0000 51.0000 81.0000 42.0000 34.0000
51.0000 51.0000 70.0000 39.0000 34.0000
50.0000 51.0000 68.0000 38.0000 34.0000
51.0000 50.0000 81.0000 37.0000 33.0000
51.0000 51.0000 66.0000 38.0000 34.0000
51.0000 51.0000 57.0000 37.0000 33.0000
50.0000 51.0000 69.0000 36.0000 34.0000
51.0000 51.0000 71.0000 39.0000 34.0000
51.0000 51.0000 59.0000 40.0000 34.0000
51.0000 51.0000 75.0000 42.0000 34.0000
51.0000 51.0000 74.0000 40.0000 34.0000
51.0000 51.0000 75.0000 36.0000 33.0000
50.0000 51.0000 73.0000 38.0000 33.0000
50.0000 51.0000 65.0000 36.0000 33.0000
50.0000 51.0000 64.0000 36.0000 33.0000
51.0000 51.0000 66.0000 40.0000 34.0000
51.0000 51.0000 72.0000 38.0000 33.0000
51.0000 51.0000 76.0000 35.0000 34.0000
51.0000 51.0000 66.0000 38.0000 34.0000
51.0000 51.0000 61.0000 36.0000 33.0000
50.0000 51.0000 66.0000 38.0000 33.0000
51.0000 51.0000 66.0000 39.0000 34.0000
51.0000 51.0000 72.0000 42.0000 34.0000
50.0000 51.0000 77.0000 37.0000 34.0000
51.0000 51.0000 56.0000 36.0000 33.0000
51.0000 51.0000 76.0000 36.0000 34.0000
51.0000 51.0000 63.0000 41.0000 33.0000
52.0000 52.0000 82.0000 42.0000 34.0000
51.0000 51.0000 74.0000 35.0000 34.0000
50.0000 51.0000 61.0000 39.0000 33.0000
50.0000 50.0000 62.0000 37.0000 33.0000
51.0000 50.0000 77.0000 42.0000 33.0000
50.0000 51.0000 62.0000 40.0000 33.0000
51.0000 50.0000 65.0000 39.0000 33.0000
51.0000 51.0000 61.0000 36.0000 33.0000
51.0000 51.0000 69.0000 39.0000 34.0000
51.0000 51.0000 73.0000 36.0000 34.0000
51.0000 51.0000 74.0000 38.0000 34.0000
51.0000 51.0000 66.0000 38.0000 34.0000
50.0000 50.0000 62.0000 37.0000 34.0000
51.0000 50.0000 64.0000 38.0000 33.0000
51.0000 51.0000 65.0000 36.0000 34.0000
51.0000 51.0000 65.0000 42.0000 34.0000
50.0000 51.0000 72.0000 38.0000 34.0000
51.0000 51.0000 64.0000 40.0000 34.0000
51.0000 51.0000 78.0000 36.0000 34.0000
51.0000 50.0000 84.0000 40.0000 33.0000
51.0000 51.0000 76.0000 36.0000 34.0000
49.0000 51.0000 53.0000 36.0000 33.0000
51.0000 51.0000 70.0000 36.0000 34.0000
51.0000 51.0000 70.0000 38.0000 34.0000
51.0000 51.0000 67.0000 36.0000 34.0000
50.0000 51.0000 77.0000 38.0000 34.0000
51.0000 51.0000 69.0000 41.0000 34.0000
50.0000 51.0000 67.0000 36.0000 34.0000
50.0000 51.0000 67.0000 33.0000 33.0000
51.0000 51.0000 78.0000 36.0000 34.0000
51.0000 50.0000 79.0000 34.0000 34.0000
51.0000 51.0000 62.0000 36.0000 33.0000
51.0000 51.0000 69.0000 37.0000 33.0000
51.0000 51.0000 63.0000 38.0000 34.0000
51.0000 51.0000 71.0000 38.0000 33.0000
50.0000 51.0000 58.0000 40.0000 34.0000
51.0000 51.0000 65.0000 39.0000 34.0000
50.0000 51.0000 66.0000 36.0000 34.0000
51.0000 51.0000 76.0000 39.0000 34.0000
51.0000 51.0000 65.0000 36.0000 34.0000
50.0000 51.0000 68.0000 36.0000 33.0000
51.0000 51.0000 63.0000 42.0000 33.0000
51.0000 51.0000 65.0000 36.0000 33.0000
50.0000 50.0000 55.0000 38.0000 33.0000
50.0000 51.0000 76.0000 41.0000 34.0000
50.0000 51.0000 70.0000 36.0000 34.0000
50.0000 51.0000 80.0000 37.0000 34.0000
50.0000 51.0000 60.0000 37.0000 34.0000
51.0000 51.0000 62.0000 41.0000 34.0000
51.0000 51.0000 78.0000 36.0000 33.0000
51.0000 51.0000 76.0000 38.0000 33.0000
51.0000 51.0000 66.0000 36.0000 34.0000
50.0000 51.0000 62.0000 42.0000 34.0000
51.0000 51.0000 60.0000 36.0000 33.0000
50.0000 51.0000 78.0000 41.0000 33.0000
51.0000 51.0000 75.0000 40.0000 33.0000
51.0000 50.0000 61.0000 38.0000 33.0000
50.0000 51.0000 57.0000 36.0000 33.0000
